legislator_id,nombre,distrito,bloque,mandato_inicio,mandato_fin,foto
HCDN1563,"Lopardo, Maria Paula",CABA,Union Pro,2013-12-10,2017-12-09,
HCDN0014,"Lopez Arias, Marcelo Eduardo",Salta,Peronista,2007-12-10,2011-12-09,
HCDN1482,"Lopez Koenig, Leandro Gaston",Neuquén,Pro,2015-12-10,2019-12-09,
HCDN2898,"Lopez Murphy, Ricardo Hipolito",CABA,Republicanos Unidos,2021-12-10,2025-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2898.jpg
HCDN3168,"Lopez Pasquali, Cecilia",Santiago del Estero,Unión por la Patria,2025-12-10,2029-12-09,
HCDN2791,"Lopez Rodriguez, Dante",Catamarca,Frente de Todos,2017-12-10,2021-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2791.jpg
HCDN2791,"Lopez Rodriguez, Dante",Catamarca,Unión por la Patria,2021-12-10,2025-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2791.jpg
HCDN2877,"Lopez, Gustavo Fernando",CABA,Frente de Todos,2017-12-10,2021-12-09,
HCDN2851,"Lopez, Jimena",Buenos Aires,Frente de Todos,2019-12-10,2022-12-01,https://api.argentinadatos.com/static/diputados/diputados/HCDN2851.jpg
HCDN2851,"Lopez, Jimena",Buenos Aires,Unión por la Patria,2025-12-10,2029-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2851.jpg
HCDN2401,"Lopez, Juan Manuel",CABA,Coalicion Civica,2017-12-10,2021-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2401.jpg
HCDN2401,"Lopez, Juan Manuel",Buenos Aires,Coalicion Civica,2021-12-10,2025-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2401.jpg
HCDN1393,"Lopez, Pablo Sebastian",Salta,Frente de Izquierda y de los Trabajadores,2013-12-10,2017-12-09,
HCDN1002,"Lopez, Rafael Angel",Formosa,Frente para la Victoria - Pj,2007-12-10,2011-12-09,
HCDN1110,"Lorges, Juan Carlos",Buenos Aires,Frente para la Victoria - Pj,2007-12-10,2011-12-09,
HCDN1439,"Lospennato, Silvia",Buenos Aires,Pro,2015-12-10,2019-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN1439.jpg
HCDN1439,"Lospennato, Silvia",Buenos Aires,Pro,2019-12-10,2023-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN1439.jpg
HCDN1439,"Lospennato, Silvia",Buenos Aires,Pro,2023-12-10,2025-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN1439.jpg
HCDN1276,"Lotto, Ines Beatriz",Formosa,Frente para la Victoria - Pj,2011-12-10,2015-12-09,
HCDN1276,"Lotto, Ines Beatriz",Formosa,Frente para la Victoria - Pj,2015-12-10,2019-12-09,
HCDN1043,"Lousteau, Martin",CABA,Suma + Unen,2013-12-10,2016-02-29,
HCDN1043,"Lousteau, Martin",CABA,Evolucion Radical,2017-12-10,2019-12-09,
HCDN1043,"Lousteau, Martin",CABA,Provincias Unidas,2025-12-10,2029-12-09,
HCDN0799,"Lozano, Claudio Raul",CABA,Unidad Popular,2007-12-10,2011-12-09,
HCDN0799,"Lozano, Claudio Raul",CABA,Unidad Popular,2011-12-10,2015-12-09,
HCDN1003,"Luna de Marcos, Ana Zulema",Santiago del Estero,Frente Civico por Santiago,2007-12-10,2011-12-09,
HCDN3221,"Luque, Juan Pablo",Chubut,Unión por la Patria,2025-12-10,2029-12-09,
HCDN0513,"Lusquiños, Luis Bernardo",San Luis,Compromiso Federal,2013-12-10,2017-06-17,
HCDN1379,"Mac Allister, Carlos Javier",La Pampa,Union Pro,2013-12-10,2015-12-28,
HCDN0440,"Macaluse, Eduardo Gabriel",Buenos Aires,Unidad Popular,2007-12-10,2011-12-09,
HCDN2402,"Macha, Monica",Buenos Aires,Frente de Todos,2017-12-10,2021-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2402.jpg
HCDN2402,"Macha, Monica",Buenos Aires,Unión por la Patria,2021-12-10,2025-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2402.jpg
HCDN1518,"Macias, Oscar Alberto",Corrientes,Justicialista,2015-12-10,2019-12-09,
HCDN3075,"Macyszyn, Lorena",Buenos Aires,La Libertad Avanza,2023-12-10,2027-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN3075.jpg
HCDN1381,"Madera, Teresita",La Rioja,Justicialista,2013-12-10,2017-12-09,
HCDN1347,"Magario, Veronica Maria",Buenos Aires,Frente para la Victoria - Pj,2013-12-10,2015-12-09,
HCDN1184,"Majdalani, Silvia Cristina",Buenos Aires,Pro,2009-12-10,2013-12-09,
HCDN1184,"Majdalani, Silvia Cristina",CABA,Union Pro,2013-12-10,2015-12-09,
HCDN1277,"Maldonado, Victor Hugo",Chaco,Ucr,2011-12-10,2015-12-09,
HCDN2908,"Manes, Facundo",Buenos Aires,Democracia para Siempre,2021-12-10,2025-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2908.jpg
HCDN3206,"Mango, Marcelo",Río Negro,Unión por la Patria,2023-12-10,2027-12-09,
HCDN3081,"Manrique, Mario",Buenos Aires,Unión por la Patria,2023-12-10,2027-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN3081.jpg
HCDN1185,"Mansur, Ricardo Alfredo",Mendoza,Ucr,2009-12-10,2011-12-09,
HCDN2807,"Manzi, Ruben",Catamarca,Coalicion Civica,2019-12-10,2023-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2807.jpg
HCDN1565,"Maquieyra, Martin",La Pampa,Union Pro,2013-12-10,2017-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN1565.jpg
HCDN1565,"Maquieyra, Martin",La Pampa,Pro,2017-12-10,2021-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN1565.jpg
HCDN1565,"Maquieyra, Martin",La Pampa,Pro,2021-12-10,2025-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN1565.jpg
HCDN3224,"Marclay, Marianela",Entre Ríos,Unión por la Patria,2025-12-10,2029-12-09,
HCDN2879,"Marcolli, Julieta",Catamarca,Frente Civico y Social de Catamarca,2017-12-10,2021-12-09,
HCDN0768,"Marconato, Gustavo Angel",Santa Fe,Frente para la Victoria - Pj,2007-12-10,2011-12-09,
HCDN1424,"Marcopulos, Juan Fernando",Corrientes,Frente para la Victoria - Pj,2011-12-10,2015-12-09,
HCDN1505,"Marcucci, Hugo Maria",Santa Fe,Ucr,2015-12-10,2019-12-09,
HCDN2944,"Marin, Varinia Lis",La Pampa,Unión por la Patria,2021-12-10,2025-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2944.jpg
HCDN2944,"Marin, Varinia Lis",La Pampa,Unión por la Patria,2025-12-10,2029-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2944.jpg
HCDN3007,"Marino, Juan",Buenos Aires,Frente de Todos,2019-12-10,2023-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN3007.jpg
HCDN3007,"Marino, Juan",Buenos Aires,Unión por la Patria,2023-12-10,2027-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN3007.jpg
HCDN2848,"Marquez, Claudia Gabriela",Córdoba,Cordoba Federal,2017-12-10,2021-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2848.jpg
HCDN3063,"Marquez, Nadia",Neuquén,La Libertad Avanza,2023-12-10,2025-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN3063.jpg
HCDN2403,"Martiarena, Jose Luis",Jujuy,Frente de Todos,2017-12-10,2021-12-09,
HCDN1036,"Martiarena, Mario Humberto",Jujuy,Peronismo Jujeño,2007-12-10,2011-12-09,
HCDN2764,"Martin, Juan",Santa Fe,Ucr,2019-12-10,2023-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2764.jpg
HCDN1355,"Martinez Campos, Gustavo Jose",Chaco,Justicialista,2013-12-10,2017-12-09,
HCDN1032,"Martinez Oddone, Heriberto Agustin",Córdoba,Ucr,2007-12-10,2011-12-09,
HCDN1511,"Martinez Villada, Leonor Maria",Córdoba,Coalicion Civica,2015-12-10,2019-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN1511.jpg
HCDN1511,"Martinez Villada, Leonor Maria",Córdoba,Coalicion Civica,2019-12-10,2023-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN1511.jpg
HCDN2938,"Martinez, Alvaro",Mendoza,La Libertad Avanza,2021-12-10,2025-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2938.jpg
HCDN2938,"Martinez, Alvaro",Mendoza,La Libertad Avanza,2025-12-10,2029-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2938.jpg
HCDN1498,"Martinez, Ana Laura",Santa Fe,Union Pro,2015-12-10,2017-12-07,
HCDN1562,"Martinez, Dario",Neuquén,Frente para la Victoria - Pj,2013-12-10,2017-12-09,
HCDN1562,"Martinez, Dario",Neuquén,Frente de Todos,2017-12-10,2019-12-09,
HCDN1562,"Martinez, Dario",Neuquén,Frente de Todos,2019-12-10,2020-08-28,
HCDN2816,"Martinez, Dolores",CABA,Evolucion Radical,2019-12-10,2023-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2816.jpg
HCDN1186,"Martinez, Ernesto Felix",Córdoba,Frente Civico - Cordoba,2009-12-10,2013-12-09,
HCDN2789,"Martinez, German Pedro",Santa Fe,Frente de Todos,2019-12-10,2023-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2789.jpg
HCDN2789,"Martinez, German Pedro",Santa Fe,Unión por la Patria,2023-12-10,2027-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2789.jpg
HCDN0770,"Martinez, Julio Cesar",La Rioja,Ucr,2009-12-10,2013-12-09,
HCDN0770,"Martinez, Julio Cesar",La Rioja,Ucr,2013-12-10,2015-12-10,
HCDN2776,"Martinez, Maria Rosa",Buenos Aires,Frente de Todos,2019-12-10,2023-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2776.jpg
HCDN1408,"Martinez, Oscar Anselmo",Tierra del Fuego,Movimiento Solidario Popular,2013-12-10,2017-12-09,
HCDN1278,"Martinez, Oscar Ariel",Santa Fe,Frente Renovador,2011-12-10,2015-12-09,
HCDN1525,"Martinez, Silvia Alejandra",Jujuy,Ucr,2015-12-10,2019-12-09,
HCDN1187,"Martinez, Soledad",Buenos Aires,Pro,2009-12-10,2013-12-09,
HCDN1187,"Martinez, Soledad",Buenos Aires,Union Pro,2013-12-10,2017-12-09,
HCDN2860,"Marziotta, Gisela",CABA,Frente de Todos,2017-12-10,2021-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2860.jpg
HCDN2860,"Marziotta, Gisela",CABA,Unión por la Patria,2021-12-10,2025-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2860.jpg
HCDN1473,"Masin, Maria Lucila",Chaco,Frente para la Victoria - Pj,2015-12-10,2019-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN1473.jpg
HCDN1473,"Masin, Maria Lucila",Chaco,Frente de Todos,2019-12-10,2023-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN1473.jpg
HCDN1107,"Massa, Sergio Tomas",Buenos Aires,Federal Unidos por una Nueva Argentina,2013-12-10,2017-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN1107.jpg
HCDN1107,"Massa, Sergio Tomas",Buenos Aires,Frente de Todos,2019-12-10,2022-08-02,https://api.argentinadatos.com/static/diputados/diputados/HCDN1107.jpg
HCDN1515,"Massei, Juan Carlos",Córdoba,Federal Unidos por una Nueva Argentina,2015-12-10,2015-12-10,
HCDN1504,"Massetani, Vanesa Laura",Santa Fe,Federal Unidos por una Nueva Argentina,2015-12-10,2019-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN1504.jpg
HCDN1504,"Massetani, Vanesa Laura",Santa Fe,Frente de Todos,2019-12-10,2023-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN1504.jpg
HCDN1571,"Masso, Federico Augusto",Tucumán,Libres del Sur,2013-12-10,2017-12-09,
HCDN1512,"Massot, Nicolas",Córdoba,Pro,2015-12-10,2019-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN1512.jpg
HCDN1512,"Massot, Nicolas",Buenos Aires,Encuentro Federal,2023-12-10,2027-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN1512.jpg
HCDN2948,"Mastaler, Magali",Santa Fe,Unión por la Patria,2021-12-10,2025-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2948.jpg
HCDN2391,"Matzen, Lorena",Río Negro,Ucr,2017-12-10,2021-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2391.jpg
HCDN3196,"Maureira, Karina",Neuquén,La Neuquinidad,2025-12-10,2029-12-09,
HCDN3071,"Mayoraz, Nicolas",Santa Fe,La Libertad Avanza,2023-12-10,2027-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN3071.jpg
HCDN1362,"Mazure, Liliana Amalia",CABA,Frente para la Victoria - Pj,2013-12-10,2017-12-09,
HCDN1188,"Mazzarella, Susana del Valle",Córdoba,Frente Civico - Cordoba,2009-12-10,2013-12-09,
HCDN2392,"Medina, Gladys",Tucumán,Frente de Todos,2017-12-10,2021-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2392.jpg
HCDN2392,"Medina, Gladys",Tucumán,Independencia,2023-12-10,2025-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2392.jpg
HCDN2392,"Medina, Gladys",Tucumán,Independencia,2025-12-10,2029-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2392.jpg
HCDN2393,"Medina, Martin Nicolas",Buenos Aires,Pro,2017-12-10,2021-12-09,
HCDN2433,"Mendoza, Josefina",Buenos Aires,Ucr,2017-12-10,2021-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2433.jpg
HCDN1279,"Mendoza, Mayra Soledad",Buenos Aires,Frente para la Victoria - Pj,2011-12-10,2015-12-09,
HCDN1279,"Mendoza, Mayra Soledad",Buenos Aires,Frente para la Victoria - Pj,2015-12-10,2019-12-09,
HCDN1189,"Mendoza, Sandra Marcela",Chaco,Frente para la Victoria - Pj,2009-12-10,2013-12-09,
HCDN1189,"Mendoza, Sandra Marcela",Chaco,Frente para la Victoria - Pj,2013-12-10,2017-12-09,
HCDN3107,"Menem, Martin",La Rioja,La Libertad Avanza,2023-12-10,2027-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN3107.jpg
HCDN2394,"Menna, Gustavo",Chubut,Ucr,2017-12-10,2021-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2394.jpg
HCDN1190,"Mera, Dalmacio",Catamarca,Frente para la Victoria - Pj,2009-12-10,2011-12-09,
HCDN1470,"Mercado, Veronica",Catamarca,Frente para la Victoria - Pj,2015-12-10,2019-12-09,
HCDN1004,"Merchan, Paula Cecilia",Córdoba,Libres del Sur,2007-12-10,2011-12-09,
HCDN1005,"Merlo, Mario Raul",San Luis,Peronismo Federal,2007-12-10,2011-12-09,
HCDN1367,"Mestre, Diego Matias",Córdoba,Ucr,2013-12-10,2017-12-09,
HCDN1367,"Mestre, Diego Matias",Córdoba,Ucr,2017-12-10,2021-12-09,
HCDN1280,"Metaza, Mario Alfredo",Santa Cruz,Frente para la Victoria - Pj,2011-12-10,2015-12-09,
HCDN3246,"Metral Asensio, Julieta",Mendoza,La Libertad Avanza,2025-12-10,2029-12-09,
HCDN3218,"Michel, Guillermo",Entre Ríos,Unión por la Patria,2025-12-10,2029-12-09,
HCDN1191,"Michetti, Marta Gabriela",CABA,Pro,2009-12-10,2013-12-09,
HCDN2880,"Milei, Javier Gerardo",CABA,La Libertad Avanza,2021-12-10,2023-11-29,https://api.argentinadatos.com/static/diputados/diputados/HCDN2880.jpg
HCDN1192,"Milman, Gerardo",Buenos Aires,Gen,2009-12-10,2013-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN1192.jpg
HCDN1192,"Milman, Gerardo",Buenos Aires,Pro,2021-12-10,2025-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN1192.jpg
HCDN3220,"Miño, Fernanda",Buenos Aires,Unión por la Patria,2025-12-10,2029-12-09,
HCDN2738,"Mirabella, Roberto",Santa Fe,Defendamos Santa Fe,2021-12-10,2025-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2738.jpg
HCDN1478,"Miranda, Pedro Ruben",Mendoza,Justicialista,2015-12-10,2019-12-09,
HCDN1281,"Mirkin, Beatriz Graciela",Tucumán,Frente para la Victoria - Pj,2011-12-10,2013-03-02,
HCDN0903,"Moises, Maria Carolina",Jujuy,Justicialista,2015-12-10,2019-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN0903.jpg
HCDN0903,"Moises, Maria Carolina",Jujuy,Frente de Todos,2019-12-10,2023-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN0903.jpg
HCDN1223,"Molas, Pedro Omar",Catamarca,Frente Civico y Social de Catamarca,2009-12-10,2013-12-09,
HCDN3244,"Molina, Juan Carlos",Santa Cruz,Unión por la Patria,2025-12-10,2029-12-09,
HCDN1528,"Molina, Karina Alejandra",La Rioja,Pro,2015-12-10,2019-12-09,
HCDN1282,"Molina, Manuel Isauro",Catamarca,Frente para la Victoria - Pj,2011-12-10,2015-12-09,
HCDN3162,"Molinuevo, Soledad",Tucumán,La Libertad Avanza,2025-12-10,2029-12-09,
HCDN3056,"Molle, Matias",Buenos Aires,Unión por la Patria,2023-12-10,2027-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN3056.jpg
HCDN2395,"Monaldi, Osmar Antonio",Jujuy,Pro,2017-12-10,2021-12-09,
HCDN3245,"Mondaca, Soledad",Neuquén,La Libertad Avanza,2025-12-10,2029-12-09,
HCDN1520,"Monfort, Marcelo Alejandro",Entre Ríos,Ucr,2015-12-10,2019-12-09,
HCDN0774,"Mongelo, Jose Ricardo",Chaco,Frente para la Victoria - Pj,2011-12-10,2015-12-09,
HCDN3236,"Monguillot, Fernando",Catamarca,Elijo Catamarca,2025-12-10,2029-12-09,
HCDN3095,"Montenegro, Guillermo",Buenos Aires,La Libertad Avanza,2023-12-10,2027-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN3095.jpg
HCDN2396,"Montenegro, Guillermo Tristan",Buenos Aires,Pro,2017-12-10,2019-12-04,
HCDN3187,"Montenegro, Juan Pablo",Santa Fe,La Libertad Avanza,2025-12-10,2029-12-09,
HCDN1006,"Montero, Laura Gisela",Mendoza,Consenso Federal,2007-12-10,2009-11-24,
HCDN2927,"Monti, Francisco",Catamarca,Liga del Interior Eli,2021-12-10,2025-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2927.jpg
HCDN2808,"Montoto, Maria Luisa",Santiago del Estero,Frente de Todos,2017-12-10,2021-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2808.jpg
HCDN2808,"Montoto, Maria Luisa",Santiago del Estero,Unión por la Patria,2021-12-10,2025-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2808.jpg
HCDN0698,"Montoya, Jorge Luciano",Córdoba,Nucleo Unidad Peronista,2007-12-10,2011-12-09,
HCDN1440,"Monzo, Emilio",Buenos Aires,Pro,2015-12-10,2019-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN1440.jpg
