legislator_id,nombre,distrito,bloque,mandato_inicio,mandato_fin,foto
HCDN1148,"Benedetti, Atilio",Entre Ríos,Ucr - Unión Cívica Radical,2021-12-10,2025-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN1148.jpg
HCDN3111,"Benedit, Beltran",Entre Ríos,La Libertad Avanza,2023-12-10,2027-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN3111.jpg
HCDN3064,"Benegas Lynch, Bertie",Buenos Aires,La Libertad Avanza,2023-12-10,2027-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN3064.jpg
HCDN1359,"Bergman, Sergio Alejandro",CABA,Union Pro,2013-12-10,2015-12-09,
HCDN2777,"Berhongaray, Martin Antonio",La Pampa,Evolucion Radical,2019-12-10,2023-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2777.jpg
HCDN2360,"Berisso, Hernan",Buenos Aires,Pro,2017-12-10,2021-12-09,
HCDN2917,"Bermejo, Adolfo",Mendoza,Unión por la Patria,2021-12-10,2025-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2917.jpg
HCDN2802,"Bermejo, Alejandro Daniel",Mendoza,Frente de Todos,2019-12-10,2021-03-27,https://api.argentinadatos.com/static/diputados/diputados/HCDN2802.jpg
HCDN1560,"Bermejo, Sixto Osvaldo",Chubut,Trabajo y Dignidad,2013-12-10,2017-12-09,
HCDN1432,"Bernabey, Ramon Ernesto",Córdoba,Brigadier General Juan Bautista Bustos,2013-12-10,2017-12-09,
HCDN1149,"Bernal, Maria Eugenia",Jujuy,Frente para la Victoria - Pj,2009-12-10,2013-12-09,
HCDN1097,"Bernazza, Claudia Alicia",Buenos Aires,Frente de Todos,2017-12-10,2021-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN1097.jpg
HCDN0853,"Bertol, Paula Maria",CABA,Pro,2009-12-10,2013-12-09,
HCDN2907,"Bertoldi, Tanya",Neuquén,Unión por la Patria,2021-12-10,2025-12-03,https://api.argentinadatos.com/static/diputados/diputados/HCDN2907.jpg
HCDN0581,"Bertone, Rosana Andrea",Tierra del Fuego,Frente para la Victoria - Pj,2009-12-10,2013-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN0581.jpg
HCDN0581,"Bertone, Rosana Andrea",Tierra del Fuego,Frente de Todos,2019-12-10,2023-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN0581.jpg
HCDN1567,"Besada, Alicia Irma",CABA,Union Pro,2013-12-10,2017-12-09,
HCDN2881,"Besana, Gabriela",Buenos Aires,Pro,2021-12-10,2025-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2881.jpg
HCDN1334,"Bettanin, Juan Carlos",Santa Fe,Frente Nuevo Encuentro,2009-12-10,2013-12-09,
HCDN1461,"Bevilacqua, Gustavo",Buenos Aires,Federal Unidos por una Nueva Argentina,2015-12-10,2019-12-09,
HCDN3079,"Bianchetti, Emmanuel",Misiones,Pro,2023-12-10,2027-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN3079.jpg
HCDN0964,"Bianchi, Ivana Maria",San Luis,Frente Peronista,2007-12-10,2011-12-09,
HCDN0964,"Bianchi, Ivana Maria",San Luis,Compromiso Federal,2011-12-10,2015-12-09,
HCDN0964,"Bianchi, Ivana Maria",San Luis,Unidad Justicialista,2015-12-10,2019-12-09,
HCDN1242,"Bianchi, Maria del Carmen",CABA,Frente para la Victoria - Pj,2011-12-10,2015-12-09,
HCDN3141,"Biasi, Vanina",CABA,Partido Obrero -Frente de Izquierda y de Trabajadores -Unida,2021-12-10,2025-07-02,
HCDN1070,"Bidegain, Gloria Mercedes",Buenos Aires,Frente para la Victoria - Pj,2007-12-10,2011-12-09,
HCDN1070,"Bidegain, Gloria Mercedes",Buenos Aires,Frente para la Victoria - Pj,2011-12-10,2015-12-09,
HCDN1243,"Biella Calvet, Bernardo Jose",Salta,Udeso Salta,2011-12-10,2015-12-09,
HCDN3240,"Biella, Bernardo",Salta,Innovación Federal,2025-12-10,2029-12-09,
HCDN0855,"Binner, Hermes Juan",Santa Fe,Partido Socialista,2013-12-10,2017-12-09,
HCDN1150,"Blanco de Peralta, Blanca",Santa Cruz,Frente para la Victoria - Pj,2009-12-10,2013-12-09,
HCDN2847,"Bogdanich, Esteban Mateo",Santa Fe,Frente de Todos,2017-12-10,2021-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2847.jpg
HCDN3088,"Bonacci, Rocio",Santa Fe,La Libertad Avanza,2023-12-10,2027-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN3088.jpg
HCDN0798,"Bonasso, Miguel Luis",CABA,Dialogo por Buenos Aires,2007-12-10,2011-12-09,
HCDN3048,"Bongiovanni, Alejandro",Santa Fe,La Libertad Avanza,2023-12-10,2027-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN3048.jpg
HCDN2982,"Borda, Fabian Antonio",Corrientes,Frente de Todos,2019-12-10,2023-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2982.jpg
HCDN3035,"Bordet, Gustavo",Entre Ríos,Unión por la Patria,2023-12-10,2027-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN3035.jpg
HCDN3183,"Borgatta, Alejandrina",Santa Fe,Unión por la Patria,2025-12-10,2029-12-09,
HCDN2862,"Bormioli, Lisandro",Buenos Aires,Frente de Todos,2019-12-10,2023-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2862.jpg
HCDN3042,"Bornoroni, Gabriel",Córdoba,La Libertad Avanza,2023-12-10,2027-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN3042.jpg
HCDN2913,"Borrego, Victoria",Buenos Aires,Coalicion Civica,2021-12-10,2025-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2913.jpg
HCDN0720,"Borsani, Luis Gustavo",Mendoza,Ucr,2015-12-10,2019-12-09,
HCDN1450,"Bossio, Diego Luis",Buenos Aires,Federal Unidos por una Nueva Argentina,2015-12-10,2019-12-09,
HCDN2932,"Bouhid, Gustavo",Jujuy,Ucr,2021-12-10,2023-06-02,https://api.argentinadatos.com/static/diputados/diputados/HCDN2932.jpg
HCDN1425,"Boyadjian, Graciela Eunice",Tierra del Fuego,Mov Pop Fueguino,2011-12-10,2015-12-09,
HCDN2440,"Bragagnolo, Sebastian",Mendoza,Pro,2015-12-10,2019-12-09,
HCDN2361,"Brambilla, Sofia",Corrientes,Pro,2017-12-10,2021-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2361.jpg
HCDN2361,"Brambilla, Sofia",Corrientes,Pro,2021-12-10,2025-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2361.jpg
HCDN1244,"Brawer, Mara",CABA,Frente para la Victoria - Pj,2011-12-10,2015-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN1244.jpg
HCDN1244,"Brawer, Mara",CABA,Frente de Todos,2019-12-10,2023-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN1244.jpg
HCDN1435,"Bregman, Myriam",Buenos Aires,Pts - Frente de Izquierda,2013-12-10,2016-12-06,https://api.argentinadatos.com/static/diputados/diputados/HCDN1435.jpg
HCDN1435,"Bregman, Myriam",CABA,Pts-Frente de Izquierda Unidad,2021-12-10,2024-06-10,https://api.argentinadatos.com/static/diputados/diputados/HCDN1435.jpg
HCDN1435,"Bregman, Myriam",CABA,Pts-Frente de Izquierda y de Trabajadores Unidad,2025-12-10,2029-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN1435.jpg
HCDN1576,"Brezzo, Maria Eugenia",Córdoba,Unidos por una Nueva Argentina,2013-12-10,2017-12-09,
HCDN0858,"Brillo, Jose Ricardo",Neuquén,Mov Pop Neuquino,2009-12-10,2013-12-09,
HCDN1479,"Britez, Maria Cristina",Misiones,Frente para la Victoria - Pj,2015-12-10,2019-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN1479.jpg
HCDN1479,"Britez, Maria Cristina",Misiones,Frente de Todos,2019-12-10,2023-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN1479.jpg
HCDN0552,"Brizuela del Moral, Eduardo Segundo",Catamarca,Frente Civico y Social de Catamarca,2013-12-10,2017-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN0552.jpg
HCDN0552,"Brizuela del Moral, Eduardo Segundo",Catamarca,Frente Civico y Social de Catamarca,2017-12-10,2021-08-25,https://api.argentinadatos.com/static/diputados/diputados/HCDN0552.jpg
HCDN1245,"Brizuela y Doria de Cara, Olga Ines",La Rioja,Ucr,2011-12-10,2014-04-02,
HCDN3202,"Brizuela, Adrian",Catamarca,La Libertad Avanza,2025-12-10,2029-12-09,
HCDN1246,"Bromberg, Isaac Benjamin",Tucumán,Frente para la Victoria - Pj,2011-12-10,2015-12-09,
HCDN2956,"Brouwer de Koning, Gabriela",Córdoba,Ucr - Unión Cívica Radical,2021-12-10,2025-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2956.jpg
HCDN0586,"Brown, Carlos Ramon",Buenos Aires,Fe,2011-12-10,2015-12-09,
HCDN0859,"Brue, Daniel Agustin",Santiago del Estero,Frente Civico por Santiago,2009-12-10,2013-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN0859.jpg
HCDN0859,"Brue, Daniel Agustin",Santiago del Estero,Frente de Todos,2019-12-10,2023-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN0859.jpg
HCDN1577,"Brügge, Juan Fernando",Córdoba,Cordoba Federal,2015-12-10,2019-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN1577.jpg
HCDN1577,"Brügge, Juan Fernando",Córdoba,Provincias Unidas,2023-12-10,2027-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN1577.jpg
HCDN3190,"Bruno, Eliana",Salta,La Libertad Avanza,2023-12-10,2027-12-09,
HCDN2432,"Bucca, Eduardo",Buenos Aires,Frente de Todos,2017-12-10,2021-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2432.jpg
HCDN1446,"Buil, Sergio Omar",Buenos Aires,Pro,2015-12-10,2019-12-09,
HCDN0860,"Bullrich, Esteban Jose",CABA,Pro,2009-12-10,2010-08-31,
HCDN0509,"Bullrich, Patricia",CABA,Coalicion Civica,2007-12-10,2011-12-09,
HCDN0509,"Bullrich, Patricia",CABA,Union Pro,2011-12-10,2015-12-09,
HCDN1376,"Burgos, Maria Gabriela",Jujuy,Ucr,2013-12-10,2017-12-09,
HCDN1376,"Burgos, Maria Gabriela",Jujuy,Ucr,2017-12-10,2021-12-09,
HCDN1151,"Buryaile, Ricardo",Formosa,Ucr,2009-12-10,2013-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN1151.jpg
HCDN1151,"Buryaile, Ricardo",Formosa,Ucr,2013-12-10,2016-02-29,https://api.argentinadatos.com/static/diputados/diputados/HCDN1151.jpg
HCDN1151,"Buryaile, Ricardo",Formosa,Ucr,2019-12-10,2023-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN1151.jpg
HCDN2676,"Caballero, Alejandra Alcira",CABA,Pro,2015-12-10,2019-12-09,
HCDN1360,"Cabandie, Juan",CABA,Frente para la Victoria - Pj,2013-12-10,2017-12-09,
HCDN1360,"Cabandie, Juan",CABA,Frente para la Victoria - Pj,2017-12-10,2019-12-09,
HCDN2785,"Cacace, Alejandro",San Luis,Evolucion Radical,2019-12-10,2023-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2785.jpg
HCDN2861,"Caceres, Adriana",Buenos Aires,Pro,2017-12-10,2021-12-09,
HCDN1394,"Caceres, Eduardo Augusto",San Juan,Union Pro,2013-12-10,2017-12-09,
HCDN1394,"Caceres, Eduardo Augusto",San Juan,Pro,2017-12-10,2021-12-09,
HCDN2831,"Cafiero, Santiago",Buenos Aires,Unión por la Patria,2023-12-10,2027-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2831.jpg
HCDN0969,"Calcagno y Maillmann, Eric",Buenos Aires,Frente para la Victoria - Pj,2011-12-10,2015-12-09,
HCDN0981,"Calchaqui, Mariel",Tierra del Fuego,Frente para la Victoria - Pj,2007-12-10,2011-12-09,
HCDN2800,"Caliva, Lia Veronica",Salta,Frente de Todos,2019-12-10,2023-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2800.jpg
HCDN1575,"Calleri, Agustin Santiago",Córdoba,Unidos por una Nueva Argentina,2013-12-10,2017-12-09,
HCDN2946,"Calletti, Pamela",Salta,Innovación Federal,2021-12-10,2025-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2946.jpg
HCDN0173,"Camaño, Graciela",Buenos Aires,Frente Peronista,2007-12-10,2011-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN0173.jpg
HCDN0173,"Camaño, Graciela",Buenos Aires,Frente Renovador,2011-12-10,2015-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN0173.jpg
HCDN0173,"Camaño, Graciela",Buenos Aires,Consenso Federal,2015-12-10,2019-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN0173.jpg
HCDN0173,"Camaño, Graciela",Buenos Aires,Consenso Federal,2019-12-10,2023-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN0173.jpg
HCDN2362,"Campagnoli, Marcela",Buenos Aires,Coalicion Civica,2017-12-10,2021-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2362.jpg
HCDN2362,"Campagnoli, Marcela",Buenos Aires,Coalicion Civica,2021-12-10,2025-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2362.jpg
HCDN3044,"Campero, Mariano",Tucumán,La Libertad Avanza,2023-12-10,2027-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN3044.jpg
HCDN3093,"Campitelli, Celia",Santiago del Estero,Unión por la Patria,2023-12-10,2027-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN3093.jpg
HCDN3198,"Campo, Julieta Marisol",Chaco,Unión por la Patria,2025-12-10,2029-12-09,
HCDN3174,"Campora, Lucia",CABA,Unión por la Patria,2025-12-10,2029-12-09,
HCDN2363,"Campos, Javier",Buenos Aires,Coalicion Civica,2017-12-10,2021-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2363.jpg
HCDN0862,"Canela, Susana Mercedes",Salta,Frente para la Victoria - Pj,2011-12-10,2015-12-09,
HCDN1130,"Cano, Jose Manuel",Tucumán,Ucr,2013-12-10,2015-12-10,
HCDN1130,"Cano, Jose Manuel",Tucumán,Ucr,2017-12-10,2021-12-09,
HCDN2364,"Cantard, Albor Angel",Santa Fe,Ucr,2017-12-10,2021-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2364.jpg
HCDN3019,"Cantero, Carlos",Jujuy,Frente de Todos,2019-12-10,2023-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN3019.jpg
HCDN0543,"Caparros, Mabel Luisa",Tierra del Fuego,Frente de Todos,2019-12-10,2023-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN0543.jpg
HCDN3080,"Capozzi, Sergio Eduardo",Río Negro,Provincias Unidas,2023-12-10,2027-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN3080.jpg
HCDN2365,"Carambia, Antonio Jose",Santa Cruz,Accion Federal,2017-12-10,2021-12-09,
HCDN2984,"Carasso, Marcos Gustavo",Córdoba,Ucr,2019-12-10,2023-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2984.jpg
HCDN2923,"Carbajal, Fernando",Formosa,Democracia para Siempre,2021-12-10,2025-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2923.jpg
HCDN1072,"Carca, Elisa Beatriz",Buenos Aires,Coalicion Civica,2007-12-10,2011-12-09,
HCDN1152,"Cardelli, Jorge Justo",CABA,Movimiento Proyecto Sur,2009-12-10,2013-12-09,
HCDN3090,"Carignano, Florencia",Santa Fe,Unión por la Patria,2023-12-10,2027-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN3090.jpg
HCDN0864,"Carlotto, Remo Gerardo",Buenos Aires,Frente para la Victoria - Pj,2009-12-10,2013-12-09,
HCDN0864,"Carlotto, Remo Gerardo",Buenos Aires,Peronismo para la Victoria,2013-12-10,2017-12-09,
HCDN1247,"Carmona, Guillermo Ramon",Mendoza,Frente para la Victoria - Pj,2011-12-10,2015-12-09,
HCDN1247,"Carmona, Guillermo Ramon",Mendoza,Frente para la Victoria - Pj,2015-12-10,2019-12-09,
HCDN2863,"Carnaghi, Guillermo Oscar",Neuquén,Frente de Todos,2019-12-10,2023-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2863.jpg
HCDN1495,"Carol, Analuz Ailen",Tierra del Fuego,Frente para la Victoria - Pj,2015-12-10,2019-12-09,
HCDN3164,"Carrancio, Alejandro",Buenos Aires,La Libertad Avanza,2025-12-10,2029-12-09,
HCDN1153,"Carranza, Carlos Alberto",Santa Fe,Frente Renovador,2009-12-10,2013-12-09,
HCDN1333,"Carrillo, Maria del Carmen",Tucumán,Frente para la Victoria - Pj,2011-12-10,2015-12-09,
HCDN0079,"Carrio, Elisa Maria Avelina",CABA,Coalicion Civica - Ari,2009-12-10,2013-12-09,
HCDN0079,"Carrio, Elisa Maria Avelina",CABA,Coalicion Civica,2013-12-10,2017-12-09,
HCDN0079,"Carrio, Elisa Maria Avelina",CABA,Coalicion Civica,2017-12-10,2020-02-29,
HCDN1361,"Carrizo, Ana Carla",CABA,Ucr,2013-12-10,2017-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN1361.jpg
HCDN1361,"Carrizo, Ana Carla",CABA,Ucr,2017-12-10,2021-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN1361.jpg
HCDN1361,"Carrizo, Ana Carla",CABA,Democracia para Siempre,2021-12-10,2025-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN1361.jpg
HCDN1420,"Carrizo, Nilda Mabel",Tucumán,Frente para la Victoria - Pj,2013-12-10,2017-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN1420.jpg
HCDN1420,"Carrizo, Nilda Mabel",Tucumán,Frente de Todos,2019-12-10,2023-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN1420.jpg
HCDN1365,"Carrizo, Soledad",Córdoba,Ucr,2013-12-10,2017-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN1365.jpg
HCDN1365,"Carrizo, Soledad",Córdoba,Ucr,2017-12-10,2021-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN1365.jpg
HCDN1365,"Carrizo, Soledad",Córdoba,Ucr - Unión Cívica Radical,2021-12-10,2025-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN1365.jpg
HCDN2366,"Carro, Pablo",Córdoba,Frente de Todos,2017-12-10,2021-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2366.jpg
HCDN2366,"Carro, Pablo",Córdoba,Unión por la Patria,2021-12-10,2025-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2366.jpg
HCDN1154,"Casañas, Juan Francisco",Tucumán,Ucr,2009-12-10,2013-12-09,
HCDN1154,"Casañas, Juan Francisco",Tucumán,Del Bicentenario,2013-12-10,2017-12-09,
HCDN2778,"Casaretto, Marcelo Pablo",Entre Ríos,Frente de Todos,2019-12-10,2023-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2778.jpg
HCDN2780,"Casas, Sergio Guillermo",La Rioja,Frente de Todos,2019-12-10,2023-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2780.jpg
HCDN2780,"Casas, Sergio Guillermo",La Rioja,Unión por la Patria,2023-12-10,2027-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2780.jpg
HCDN0982,"Caselles, Graciela Maria",San Juan,Frente para la Victoria - Pj,2007-12-10,2011-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN0982.jpg
HCDN0982,"Caselles, Graciela Maria",San Juan,Frente para la Victoria - Pj,2011-12-10,2015-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN0982.jpg
HCDN0982,"Caselles, Graciela Maria",San Juan,Partido Bloquista de San Juan,2015-12-10,2019-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN0982.jpg
HCDN0982,"Caselles, Graciela Maria",San Juan,Frente de Todos,2019-12-10,2023-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN0982.jpg
HCDN0722,"Caserio, Carlos Alberto",Córdoba,Union por Cordoba,2013-12-10,2015-12-09,
HCDN2367,"Cassinerio, Paulo Leonardo",Córdoba,Cordoba Federal,2017-12-10,2021-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2367.jpg
HCDN1454,"Castagneto, Carlos Daniel",Buenos Aires,Frente para la Victoria - Pj,2015-12-10,2019-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN1454.jpg
HCDN1454,"Castagneto, Carlos Daniel",Buenos Aires,Frente de Todos,2019-12-10,2019-12-11,https://api.argentinadatos.com/static/diputados/diputados/HCDN1454.jpg
HCDN1454,"Castagneto, Carlos Daniel",Buenos Aires,Unión por la Patria,2023-12-10,2027-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN1454.jpg
HCDN1117,"Castaldo, Norah Susana",Tucumán,Ucr,2007-12-10,2011-12-09,
HCDN1155,"Castañon, Hugo",Río Negro,Ucr,2009-12-10,2013-12-09,
HCDN3225,"Castelnuovo, Giselle",Buenos Aires,La Libertad Avanza,2025-12-10,2029-12-09,
HCDN2827,"Castets, Laura Carolina",Santa Fe,Valores Republicanos,2019-12-10,2023-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2827.jpg
HCDN3066,"Castillo, Christian",Buenos Aires,Pts-Frente de Izquierda Unidad,2023-12-10,2025-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN3066.jpg
HCDN1488,"Castro Molina, Enrique Roberto",San Juan,Compromiso con San Juan,2015-12-10,2016-05-24,
HCDN1395,"Castro, Sandra Daniela",San Juan,Frente para la Victoria - Pj,2013-12-10,2017-12-09,
HCDN1395,"Castro, Sandra Daniela",San Juan,Frente para la Victoria - Pj,2017-12-10,2019-12-09,
HCDN1248,"Catalan Magni, Julio Cesar",Tierra del Fuego,Frente para la Victoria - Pj,2011-12-10,2013-12-09,
HCDN0403,"Caviglia, Franco Agustin",Buenos Aires,Juntos por Argentina,2013-12-10,2017-12-09,
HCDN0983,"Cejas, Jorge Alberto",Río Negro,Frente para la Victoria - Pj,2007-12-10,2011-12-09,
HCDN0983,"Cejas, Jorge Alberto",Río Negro,Frente para la Victoria - Pj,2011-12-10,2015-12-09,
HCDN2368,"Cerruti, Gabriela",CABA,Frente de Todos,2017-12-10,2021-10-13,https://api.argentinadatos.com/static/diputados/diputados/HCDN2368.jpg
HCDN2930,"Cervi, Pablo",Neuquén,Liga del Interior Eli,2021-12-10,2025-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2930.jpg
HCDN2911,"Chaher, Leila",Jujuy,Unión por la Patria,2021-12-10,2025-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2911.jpg
HCDN2931,"Chahla, Rossana",Tucumán,Frente de Todos,2021-12-10,2023-10-27,https://api.argentinadatos.com/static/diputados/diputados/HCDN2931.jpg
HCDN1156,"Chemes, Jorge Omar",Entre Ríos,Ucr,2009-12-10,2013-12-09,
HCDN3085,"Chica, Jorge",San Juan,Unión por la Patria,2023-12-10,2027-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN3085.jpg
HCDN3254,"Chiconi, Abel",San Juan,La Libertad Avanza,2025-12-10,2029-12-09,
HCDN1157,"Chieno, Maria Elena Petrona",Corrientes,Frente para la Victoria - Pj,2009-12-10,2013-12-09,
HCDN0986,"Chiquichano, Rosa Laudelina",Chubut,Frente para la Victoria - Pj,2007-12-10,2011-12-09,
HCDN2885,"Chomiak, Maria Luisa",Chaco,Unión por la Patria,2021-12-10,2025-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2885.jpg
HCDN2919,"Chumpitaz, Gabriel Felipe",Santa Fe,Futuro y Libertad,2021-12-10,2025-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2919.jpg
HCDN1249,"Ciampini, Jose Alberto",Neuquén,Frente para la Victoria - Pj,2011-12-10,2015-12-09,
HCDN1249,"Ciampini, Jose Alberto",Neuquén,Frente para la Victoria - Pj,2015-12-10,2019-12-09,
HCDN1158,"Ciciliani, Alicia Mabel",Santa Fe,Partido Socialista,2009-12-10,2013-12-09,
HCDN1158,"Ciciliani, Alicia Mabel",Santa Fe,Partido Socialista,2013-12-10,2017-12-09,
HCDN0594,"Cigogna, Luis Francisco Jorge",Buenos Aires,Frente para la Victoria - Pj,2009-12-10,2013-12-09,
HCDN0594,"Cigogna, Luis Francisco Jorge",Buenos Aires,Frente para la Victoria - Pj,2013-12-10,2017-12-09,
HCDN2803,"Cipolini, Gerardo",Chaco,Ucr,2019-12-10,2023-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2803.jpg
HCDN2803,"Cipolini, Gerardo",Chaco,Ucr - Unión Cívica Radical,2023-12-10,2027-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2803.jpg
HCDN2765,"Cisneros, Carlos",Tucumán,Frente de Todos,2019-12-10,2023-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2765.jpg
HCDN2765,"Cisneros, Carlos",Tucumán,Unión por la Patria,2023-12-10,2027-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2765.jpg
HCDN1250,"Cleri, Marcos",Santa Fe,Frente para la Victoria - Pj,2011-12-10,2015-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN1250.jpg
HCDN1250,"Cleri, Marcos",Santa Fe,Frente para la Victoria - Pj,2015-12-10,2019-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN1250.jpg
HCDN1250,"Cleri, Marcos",Santa Fe,Frente de Todos,2019-12-10,2023-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN1250.jpg
HCDN0934,"Closs, Maurice Fabian",Misiones,Misiones,2015-12-10,2017-12-09,
HCDN1066,"Cobos, Julio",Mendoza,Ucr,2013-12-10,2015-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN1066.jpg
HCDN1066,"Cobos, Julio",Mendoza,Ucr - Unión Cívica Radical,2021-12-10,2025-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN1066.jpg
HCDN3034,"Coletta, Mariela",CABA,Provincias Unidas,2023-12-10,2027-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN3034.jpg
HCDN2894,"Coli, Marcela",La Pampa,Democracia para Siempre,2021-12-10,2025-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2894.jpg
HCDN0867,"Collantes, Genaro Aurelio",Catamarca,Ucr,2009-12-10,2009-12-25,
HCDN0726,"Comelli, Alicia Marcela",Neuquén,Mov Pop Neuquino,2007-12-10,2011-12-09,
HCDN0726,"Comelli, Alicia Marcela",Neuquén,Mov Pop Neuquino,2011-12-10,2015-12-09,
HCDN1159,"Comi, Carlos Marcelo",Santa Fe,Coalicion Civica - Ari,2009-12-10,2013-12-09,
HCDN1566,"Conesa, Eduardo Raul",CABA,Union Pro,2013-12-10,2017-12-09,
HCDN0181,"Conti, Diana Beatriz",Buenos Aires,Frente para la Victoria - Pj,2009-12-10,2013-12-09,
HCDN0181,"Conti, Diana Beatriz",Buenos Aires,Frente para la Victoria - Pj,2013-12-10,2017-12-09,
