id,nombre,distrito,source,foto
HCDN2940,"Piparo, Carolina",Buenos Aires,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2940.jpg
HCDN1469,"Pitiot, Carla Betina",CABA,argentinadatos,
HCDN3242,"Pitrola, Nestor",Buenos Aires,argentinadatos+hcdn,
HCDN1348,"Pitrola, Nestor Antonio",Buenos Aires,argentinadatos,
HCDN1203,"Plaini, Francisco Omar",Buenos Aires,argentinadatos,
HCDN0818,"Poggi, Claudio Javier",San Luis,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN0818.jpg
HCDN3082,"Pokoik, Lorena",CABA,argentinadatos+hcdn,https://api.argentinadatos.com/static/diputados/diputados/HCDN3082.jpg
HCDN2929,"Polini, Juan Carlos",Chaco,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2929.jpg
HCDN2353,"Polledo, Carmen",CABA,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2353.jpg
HCDN2762,"Ponce, Carlos Ybrhain",San Luis,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2762.jpg
HCDN3069,"Ponce, Maria Celeste",Córdoba,argentinadatos+hcdn,https://api.argentinadatos.com/static/diputados/diputados/HCDN3069.jpg
HCDN1015,"Portela, Agustin Alberto",Corrientes,argentinadatos,
HCDN3078,"Potenza, Luciana",Buenos Aires,argentinadatos+hcdn,https://api.argentinadatos.com/static/diputados/diputados/HCDN3078.jpg
HCDN3151,"Prades, C. Facundo",Santa Cruz,argentinadatos,
vote-prades-carlos-facundo,"Prades, Carlos Facundo",,votes,
HCDN1291,"Pradines, Roberto Arturo",Mendoza,argentinadatos,
HCDN1509,"Pretto, Pedro Javier",Córdoba,argentinadatos,
HCDN1016,"Prieto, Hugo Nelson",Neuquén,argentinadatos,
HCDN2905,"Propato, Agustina Lucrecia",Buenos Aires,argentinadatos+hcdn,https://api.argentinadatos.com/static/diputados/diputados/HCDN2905.jpg
HCDN1322,"Pucheta, Ramona",Buenos Aires,argentinadatos,
HCDN0462,"Puerta, Federico Ramon",Misiones,argentinadatos,
HCDN0230,"Puiggros, Adriana Victoria",Buenos Aires,argentinadatos,
HCDN2406,"Quetglas, Fabio Jose",Buenos Aires,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2406.jpg
HCDN1471,"Quintar, Amado",Catamarca,argentinadatos,
HCDN3097,"Quintar, Manuel",Jujuy,argentinadatos+hcdn,https://api.argentinadatos.com/static/diputados/diputados/HCDN3097.jpg
HCDN1132,"Quintero, Marta Beatriz",La Rioja,argentinadatos,
HCDN1204,"Quiroga, Horacio Rodolfo",Neuquén,argentinadatos,
HCDN0463,"Quiroz, Elsa Siria",Buenos Aires,argentinadatos,
HCDN2945,"Quiroz, Marilu",Chaco,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2945.jpg
HCDN1472,"Rach Quiroga, Analia",Chaco,argentinadatos,
HCDN1558,"Raffo, Julio",CABA,argentinadatos,
HCDN0132,"Raimundi, Carlos",Buenos Aires,argentinadatos,
HCDN2407,"Ramon, Jose Luis",Mendoza,argentinadatos,
HCDN1492,"Ramos, Alejandro",Santa Fe,argentinadatos,
HCDN1042,"Randazzo, Florencio",Buenos Aires,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN1042.jpg
HCDN1292,"Rasino, Elida Elena",Santa Fe,argentinadatos,
HCDN2408,"Rauschenberger, Ariel",La Pampa,argentinadatos+hcdn,https://api.argentinadatos.com/static/diputados/diputados/HCDN2408.jpg
HCDN3159,"Ravera, Valentina",Santa Fe,argentinadatos+hcdn,
HCDN1453,"Raverta, Maria Fernanda",Buenos Aires,argentinadatos,
HCDN3234,"Ravier, Adrian",La Pampa,argentinadatos,
HCDN3110,"Razzini, Veronica",Santa Fe,argentinadatos+hcdn,https://api.argentinadatos.com/static/diputados/diputados/HCDN3110.jpg
HCDN1205,"Re, Hilma Leonor",Entre Ríos,argentinadatos,
HCDN0910,"Recalde, Hector Pedro",Buenos Aires,argentinadatos,
HCDN1293,"Redczuk, Oscar Felipe",Misiones,argentinadatos,
HCDN1206,"Regazzoli, Maria Cristina",La Pampa,argentinadatos,
HCDN2409,"Regidor Belledone, Estela Mercedes",Corrientes,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2409.jpg
HCDN3175,"Reichardt, Karen",Buenos Aires,argentinadatos+hcdn,
HCDN1017,"Rejal, Jesus Fernando",La Rioja,argentinadatos,
HCDN2795,"Rey, Maria Lujan",Buenos Aires,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2795.jpg
HCDN1030,"Reyes, Maria Fernanda",CABA,argentinadatos,
vote-reyes-roxana,"Reyes, Roxana",,votes,
HCDN2410,"Reyes, Roxana Nahir",Santa Cruz,argentinadatos,
HCDN2820,"Rezinovsky, Dina",CABA,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2820.jpg
HCDN1397,"Riccardo, Jose Luis",San Luis,argentinadatos,
HCDN2439,"Ricci, Nadia Lorena",Santa Cruz,argentinadatos,
HCDN3229,"Riesco, Gaston",Neuquén,argentinadatos+hcdn,
HCDN1294,"Riestra, Antonio Sabino",Santa Fe,argentinadatos,
HCDN1083,"Rioboo, Sandra Adriana",Buenos Aires,argentinadatos,
HCDN1295,"Rios, Liliana Maria",Entre Ríos,argentinadatos,
HCDN0825,"Rios, Roberto Fabian",Corrientes,argentinadatos,
HCDN3149,"Ripoll, Vilma",Buenos Aires,argentinadatos,
HCDN1207,"Risko, Silvia Lucrecia",Misiones,argentinadatos,
HCDN1510,"Rista, Olga Maria",Córdoba,argentinadatos,
HCDN0788,"Ritondo, Cristian A.",Buenos Aires,argentinadatos+hcdn,https://api.argentinadatos.com/static/diputados/diputados/HCDN0788.jpg
HCDN1208,"Rivara, Raul Alberto",Buenos Aires,argentinadatos,
HCDN1296,"Rivarola, Ruben Armando",Jujuy,argentinadatos,
HCDN0235,"Rivas, Jorge",Buenos Aires,argentinadatos,
HCDN2754,"Rizzotti, Jorge",Jujuy,argentinadatos+hcdn,https://api.argentinadatos.com/static/diputados/diputados/HCDN2754.jpg
HCDN1297,"Roberti, Alberto Oscar",Buenos Aires,argentinadatos,
HCDN3167,"Roberto, Santiago Luis",CABA,argentinadatos+hcdn,
HCDN1209,"Robledo, Roberto Ricardo",La Pampa,argentinadatos,
HCDN3235,"Roca, Gonzalo",Córdoba,argentinadatos+hcdn,
HCDN2411,"Rodenas, Alejandra",Santa Fe,argentinadatos,
vote-rodriguez-machado-laura,"Rodriguez Machado, Laura",,votes,
HCDN1548,"Rodriguez Machado, Laura Elena",Córdoba,argentinadatos+hcdn,https://api.argentinadatos.com/static/diputados/diputados/HCDN1548.jpg
HCDN2845,"Rodriguez Saa, Nicolas",Buenos Aires,argentinadatos,
vote-rodriguez-saa-nicolas-marcelo,"Rodriguez Saa, Nicolás Marcelo",,votes,
HCDN2774,"Rodriguez, Alejandro Topo",Buenos Aires,argentinadatos,
HCDN1046,"Rodriguez, Evaristo Arturo",Santa Cruz,argentinadatos,
HCDN0642,"Rodriguez, Marcela Virginia",Buenos Aires,argentinadatos,
HCDN1494,"Rodriguez, Matias David",Tierra del Fuego,argentinadatos,
HCDN3233,"Rodriguez, Miguel",Tierra del Fuego,argentinadatos+hcdn,
HCDN1457,"Rodriguez, Rodrigo Martin",Buenos Aires,argentinadatos,
HCDN1298,"Rogel, Fabian Dulio",Entre Ríos,argentinadatos,
HCDN1507,"Roma, Carlos Gaston",Tierra del Fuego,argentinadatos,
HCDN2952,"Romero, Ana Clara",Chubut,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2952.jpg
HCDN2412,"Romero, Jorge Antonio",Corrientes,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2412.jpg
HCDN1349,"Romero, Oscar Alberto",Buenos Aires,argentinadatos,
HCDN2752,"Romero, Victor Hugo",Córdoba,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2752.jpg
HCDN1490,"Roquel, Hector Alberto",Santa Cruz,argentinadatos,
HCDN0912,"Rossi, Agustin Oscar",Santa Fe,argentinadatos+hcdn,
HCDN1018,"Rossi, Alejandro Luis",Santa Fe,argentinadatos,
HCDN1368,"Rossi, Blanca Araceli",Córdoba,argentinadatos,
HCDN1019,"Rossi, Cipriana Lorena",Río Negro,argentinadatos,
HCDN2413,"Rosso, Victoria",San Luis,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2413.jpg
HCDN2750,"Ruarte, Adriana Noemi",Córdoba,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2750.jpg
HCDN1370,"Rubin, Carlos Gustavo",Corrientes,argentinadatos,
HCDN1210,"Rucci, Claudia Monica",Buenos Aires,argentinadatos,
HCDN1517,"Ruiz Aragon, Jose Arnaldo",Corrientes,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN1517.jpg
HCDN1299,"Ruiz, Aida Delia",Santiago del Estero,argentinadatos,
HCDN1084,"Ruiz, Ramon",Buenos Aires,argentinadatos,
HCDN3036,"Ruiz, Yamila",Misiones,argentinadatos+hcdn,https://api.argentinadatos.com/static/diputados/diputados/HCDN3036.jpg
HCDN2414,"Russo, Laura",Buenos Aires,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2414.jpg
HCDN2415,"Saadi, Gustavo Arturo",Catamarca,argentinadatos,
HCDN1211,"Sabbatella, Martin",Buenos Aires,argentinadatos,
HCDN1300,"Sacca, Luis Fernando",Tucumán,argentinadatos,
HCDN2416,"Sahad, Julio Enrique",La Rioja,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2416.jpg
HCDN0915,"Salim, Juan Arturo",Tucumán,argentinadatos,
HCDN1398,"Salino, Fernando Aldo",San Luis,argentinadatos,
HCDN2811,"Salvador, Sebastian Nicolas",Buenos Aires,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2811.jpg
HCDN2417,"Salvarezza, Roberto",Buenos Aires,argentinadatos,
HCDN3238,"Salzmann, Marina Dorotea",Buenos Aires,argentinadatos+hcdn,
HCDN1387,"San Martin, Adrian",Neuquén,argentinadatos,
HCDN3148,"Sanchez Wrba, Javier",Buenos Aires,argentinadatos+hcdn,https://api.argentinadatos.com/static/diputados/diputados/HCDN3148.jpg
HCDN0955,"Sanchez, Fernando",CABA,argentinadatos,
HCDN2755,"Sanchez, Francisco",Neuquén,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2755.jpg
HCDN2887,"Sanchez, Roberto Antonio",Tucumán,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2887.jpg
HCDN2817,"Sand, Nancy",Corrientes,argentinadatos+hcdn,https://api.argentinadatos.com/static/diputados/diputados/HCDN2817.jpg
HCDN3039,"Santillan Juarez Brahim, Juliana",Buenos Aires,argentinadatos+hcdn,https://api.argentinadatos.com/static/diputados/diputados/HCDN3039.jpg
HCDN1301,"Santillan, Walter Marcelo",Tucumán,argentinadatos,
HCDN2951,"Santilli, Diego",Buenos Aires,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2951.jpg
HCDN0238,"Santin, Eduardo",Buenos Aires,argentinadatos,
HCDN2892,"Santoro, Leandro",CABA,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2892.jpg
HCDN2939,"Santos, Gustavo",Córdoba,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2939.jpg
HCDN3065,"Santurio, Santiago",Buenos Aires,argentinadatos+hcdn,https://api.argentinadatos.com/static/diputados/diputados/HCDN3065.jpg
HCDN2418,"Sapag, Alma Liliana",Neuquén,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2418.jpg
HCDN3016,"Sarapura, Natalia Silvina",Jujuy,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN3016.jpg
HCDN0917,"Sarghini, Jorge Emilio",Buenos Aires,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN0917.jpg
HCDN0791,"Sartori, Diego Horacio",Misiones,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN0791.jpg
HCDN1085,"Satragno, Lidia Elsa",Buenos Aires,argentinadatos,
HCDN2883,"Sayago, Silvia",Santiago del Estero,argentinadatos,
HCDN1404,"Scaglia, Gisela",Santa Fe,argentinadatos+hcdn,https://api.argentinadatos.com/static/diputados/diputados/HCDN1404.jpg
HCDN1040,"Scalesi, Juan Carlos",Río Negro,argentinadatos,
HCDN0646,"Schiaretti, Juan",Córdoba,argentinadatos+hcdn,
HCDN2763,"Schiavoni, Alfredo Oscar",Misiones,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2763.jpg
HCDN2419,"Schlereth, David Pablo",Neuquén,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2419.jpg
HCDN2444,"Schlotthauer, Monica Leticia",Buenos Aires,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2444.jpg
HCDN1302,"Schmidt Liermann, Cornelia",CABA,argentinadatos,
HCDN3195,"Schneider, Dario",Entre Ríos,argentinadatos+hcdn,
HCDN1350,"Schwindt, Maria Liliana",Buenos Aires,argentinadatos,
HCDN0240,"Scioli, Daniel",Buenos Aires,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN0240.jpg
HCDN1020,"Sciutto, Ruben Dario",Tierra del Fuego,argentinadatos,
HCDN1369,"Scotto, Silvia Carolina",Córdoba,argentinadatos,
HCDN1086,"Segarra, Adela Rosa",Buenos Aires,argentinadatos,
HCDN1459,"Selva, Carlos Americo",Buenos Aires,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN1459.jpg
HCDN3054,"Selva, Sabrina",Buenos Aires,argentinadatos+hcdn,https://api.argentinadatos.com/static/diputados/diputados/HCDN3054.jpg
HCDN1371,"Semhan, Maria de las Mercedes",Corrientes,argentinadatos,
HCDN1429,"Seminara, Eduardo Jorge",Santa Fe,argentinadatos,
HCDN1087,"Serebrinsky, Gustavo Eduardo",Buenos Aires,argentinadatos,
HCDN3216,"Serquis, Adriana Cristina",Río Negro,argentinadatos+hcdn,
HCDN2420,"Sierra, Magdalena",Buenos Aires,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2420.jpg
HCDN2421,"Siley, Vanesa Raquel",Buenos Aires,argentinadatos+hcdn,https://api.argentinadatos.com/static/diputados/diputados/HCDN2421.jpg
HCDN1303,"Simoncini, Silvia Rosa",Santa Fe,argentinadatos,
HCDN0792,"Sluga, Juan Carlos",Buenos Aires,argentinadatos,
HCDN1526,"Snopek, Alejandro Francisco",Jujuy,argentinadatos,
HCDN1524,"Snopek, Guillermo",Jujuy,argentinadatos+hcdn,https://api.argentinadatos.com/static/diputados/diputados/HCDN1524.jpg
HCDN1089,"Sola, Felipe Carlos",Buenos Aires,argentinadatos,
HCDN1212,"Solanas, Fernando Ezequiel",CABA,argentinadatos,
HCDN0648,"Solanas, Julio Rodolfo",Entre Ríos,argentinadatos,
HCDN3163,"Soldano, Laura",Córdoba,argentinadatos+hcdn,
HCDN1497,"Soraire, Mirta Alicia",Tucumán,argentinadatos,
HCDN1569,"Sorgente, Marcelo Adolfo",CABA,argentinadatos,
HCDN1390,"Soria, Maria Emilia",Río Negro,argentinadatos,
HCDN2773,"Soria, Martin",Río Negro,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2773.jpg
HCDN1508,"Sosa, Soledad",Mendoza,argentinadatos,
HCDN0921,"Soto, Gladys Beatriz",Chaco,argentinadatos,
HCDN2914,"Sotolano, Maria",Buenos Aires,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2914.jpg
HCDN2878,"Souto, Natalia Marcela",Buenos Aires,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2878.jpg
HCDN1405,"Spinozzi, Ricardo Adrian",Santa Fe,argentinadatos,
HCDN2849,"Sposito, Ayelen",Río Negro,argentinadatos,
HCDN2422,"Stefani, Hector Antonio",Tierra del Fuego,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2422.jpg
HCDN2828,"Stilman, Mariana",Buenos Aires,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2828.jpg
HCDN2925,"Stolbizer, Margarita",Buenos Aires,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2925.jpg
HCDN0244,"Stolbizer, Margarita Rosa",Buenos Aires,argentinadatos,
HCDN1213,"Storani, Maria Luisa",Buenos Aires,argentinadatos,
HCDN1021,"Storni, Silvia",Córdoba,argentinadatos,
HCDN3033,"Strada, Julia",Buenos Aires,argentinadatos+hcdn,https://api.argentinadatos.com/static/diputados/diputados/HCDN3033.jpg
HCDN1363,"Sturzenegger, Federico Adolfo",CABA,argentinadatos,
HCDN2423,"Suarez Lastra, Facundo",CABA,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2423.jpg
HCDN1477,"Taboada, Jorge",Chubut,argentinadatos,
HCDN2981,"Taccetta, Matias",Chubut,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2981.jpg
HCDN0841,"Taiana, Jorge",Buenos Aires,argentinadatos+hcdn,
HCDN1455,"Tailhade, Rodolfo",Buenos Aires,argentinadatos+hcdn,https://api.argentinadatos.com/static/diputados/diputados/HCDN1455.jpg
HCDN2895,"Tavela, Danya",Buenos Aires,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2895.jpg
HCDN2920,"Tejeda, Maria Victoria",Santa Fe,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2920.jpg
HCDN1357,"Tejedor, Miguel Angel",Chaco,argentinadatos,
HCDN1377,"Tentor, Hector Olindo",Jujuy,argentinadatos,
HCDN3222,"Tepp, Caren",Santa Fe,argentinadatos+hcdn,
HCDN1214,"Terada, Alicia",Chaco,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN1214.jpg
HCDN2943,"Tetaz, Martin Alberto",CABA,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2943.jpg
HCDN0924,"Thomas, Enrique Luis",Mendoza,argentinadatos,
HCDN1304,"Tineo, Javier Hector",La Rioja,argentinadatos,
HCDN3227,"Tita, Paulo Agustin",Tierra del Fuego,argentinadatos+hcdn,
HCDN3083,"Todero, Pablo",Neuquén,argentinadatos+hcdn,https://api.argentinadatos.com/static/diputados/diputados/HCDN3083.jpg
HCDN1400,"Toledo, Susana Maria",Santa Cruz,argentinadatos,
HCDN2896,"Tolosa Paz, Victoria",Buenos Aires,argentinadatos+hcdn,https://api.argentinadatos.com/static/diputados/diputados/HCDN2896.jpg
HCDN1215,"Tomas, Hector Daniel",San Juan,argentinadatos,
HCDN1354,"Tomassi, Nestor Nicolas",Catamarca,argentinadatos,
HCDN3213,"Tomassoni, Yamile",Santa Fe,argentinadatos+hcdn,
HCDN0926,"Tonelli, Pablo Gabriel",CABA,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN0926.jpg
HCDN2889,"Toniolli, Eduardo",Santa Fe,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2889.jpg
HCDN1449,"Torello, Pablo",Buenos Aires,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN1449.jpg
HCDN1041,"Torfe, Monica Liliana",Salta,argentinadatos,
HCDN1406,"Torres del Sel, Miguel Ignacio",Santa Fe,argentinadatos,
HCDN3109,"Torres, Alejandra",Córdoba,argentinadatos+hcdn,https://api.argentinadatos.com/static/diputados/diputados/HCDN3109.jpg
HCDN2786,"Torres, Ignacio Agustin",Chubut,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2786.jpg
HCDN3184,"Torres, Ruben Dario",Buenos Aires,argentinadatos+hcdn,
HCDN1380,"Torroba, Francisco Javier",La Pampa,argentinadatos,
HCDN2924,"Tortoriello, Anibal",Río Negro,argentinadatos+hcdn,https://api.argentinadatos.com/static/diputados/diputados/HCDN2924.jpg
HCDN3142,"Tournier, Jose Federico",Corrientes,argentinadatos+hcdn,https://api.argentinadatos.com/static/diputados/diputados/HCDN3142.jpg
HCDN2277,"Tovares, Ramon Alberto",San Juan,argentinadatos,
HCDN3102,"Treffinger, Cesar",Chubut,argentinadatos+hcdn,https://api.argentinadatos.com/static/diputados/diputados/HCDN3102.jpg
HCDN1216,"Triaca, Alberto Jorge",CABA,argentinadatos,
HCDN1351,"Troiano, Gabriela Alejandra",Buenos Aires,argentinadatos,
HCDN3180,"Trotta, Nicolas Alfredo",Buenos Aires,argentinadatos+hcdn,
HCDN1352,"Tundis, Mirta",Buenos Aires,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN1352.jpg
HCDN1217,"Tunessi, Juan Pedro",Buenos Aires,argentinadatos,
HCDN2753,"Uceda, Marisa Lourdes",Mendoza,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2753.jpg
HCDN2854,"Uhrig, Romina",Buenos Aires,argentinadatos,
vote-uhrig-romina-maricel,"Uhrig, Romina Maricel",,votes,
HCDN0949,"Uñac, Jose Ruben",San Juan,argentinadatos,
HCDN3239,"Urien, Hernan",Buenos Aires,argentinadatos+hcdn,
HCDN1022,"Urlich, Carlos",Chaco,argentinadatos,
HCDN1443,"Urroz, Paula Marcela",Buenos Aires,argentinadatos,
HCDN2825,"Valdes, Eduardo Felix",CABA,argentinadatos+hcdn,https://api.argentinadatos.com/static/diputados/diputados/HCDN2825.jpg
HCDN1372,"Valdes, Gustavo Adolfo",Corrientes,argentinadatos,
HCDN1305,"Valinotto, Jorge Anselmo",Córdoba,argentinadatos,
HCDN3067,"Vallejos, Alfredo",Corrientes,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN3067.jpg
HCDN2424,"Vallejos, Fernanda",Buenos Aires,argentinadatos,
vote-vallejos-maria-fernanda,"Vallejos, María Fernanda",,votes,
HCDN2437,"Vallone, Andres Alberto",San Luis,argentinadatos,
HCDN3031,"Vancsik, Daniel",Misiones,argentinadatos+hcdn,https://api.argentinadatos.com/static/diputados/diputados/HCDN3031.jpg
HCDN1306,"Vaquie, Enrique Andres",Mendoza,argentinadatos,
HCDN2818,"Vara, Jorge",Corrientes,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2818.jpg
HCDN0796,"Vargas Aignasse, Geronimo",Tucumán,argentinadatos,
HCDN2899,"Vargas Matyi, Brenda",Buenos Aires,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2899.jpg
HCDN3037,"Vasquez, Patricia",Buenos Aires,argentinadatos+hcdn,https://api.argentinadatos.com/static/diputados/diputados/HCDN3037.jpg
HCDN2425,"Vazquez, Juan Benedicto",Santa Cruz,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2425.jpg
HCDN0041,"Vazquez, Silvia Beatriz",Buenos Aires,argentinadatos,
HCDN1218,"Veaute, Mariana Alejandra",Catamarca,argentinadatos,
HCDN1035,"Vega, Juan Carlos",Córdoba,argentinadatos,
HCDN1574,"Vega, Maria Clara del Valle",La Rioja,argentinadatos,
HCDN3038,"Vega, Yolanda",Salta,argentinadatos+hcdn,https://api.argentinadatos.com/static/diputados/diputados/HCDN3038.jpg
HCDN3173,"Velazquez, M. Elena",Buenos Aires,argentinadatos+hcdn,
HCDN2279,"Vera Gonzalez, Orieta Cecilia",Catamarca,argentinadatos,
HCDN3179,"Vera, Andrea Fernanda",Buenos Aires,argentinadatos+hcdn,
HCDN1555,"Verasay, Pamela Fernanda",Mendoza,argentinadatos+hcdn,https://api.argentinadatos.com/static/diputados/diputados/HCDN1555.jpg
HCDN2866,"Veron, Jorge Guillermo",Santa Cruz,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2866.jpg
HCDN2830,"Vessvessian, Paola",Santa Cruz,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2830.jpg
HCDN1023,"Viale, Lisandro Alfredo",Entre Ríos,argentinadatos,
HCDN2957,"Vidal, Claudio Orlando",Santa Cruz,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2957.jpg
HCDN2953,"Vidal, Maria Eugenia",CABA,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2953.jpg
HCDN1219,"Videla, Nora Esther",San Luis,argentinadatos,
HCDN2426,"Vigo, Alejandra Maria",Córdoba,argentinadatos,
HCDN2798,"Vilar, Daniela Marina",Buenos Aires,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2798.jpg
HCDN1024,"Vilariño, Jose Antonio",Salta,argentinadatos,
HCDN2935,"Vilca, Alejandro",Jujuy,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2935.jpg
HCDN1307,"Villa, Jose Antonio",San Juan,argentinadatos,
HCDN2427,"Villa, Natalia Soledad",Buenos Aires,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2427.jpg
HCDN1467,"Villalonga, Juan Carlos",CABA,argentinadatos,
HCDN1388,"Villar Molina, Maria Ines",Neuquén,argentinadatos,
HCDN2933,"Villarruel, Victoria",CABA,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2933.jpg
HCDN1308,"Villata, Graciela Susana",Córdoba,argentinadatos,
HCDN3091,"Villaverde, Lorena",Río Negro,argentinadatos+hcdn,https://api.argentinadatos.com/static/diputados/diputados/HCDN3091.jpg
HCDN1502,"Villavicencio, Maria Teresita",Tucumán,argentinadatos,
HCDN3214,"Visconti, Gino",La Rioja,argentinadatos+hcdn,
HCDN2772,"Vivero, Carlos Alberto",Neuquén,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2772.jpg
HCDN1456,"Volnovich, Luana",Buenos Aires,argentinadatos+hcdn,https://api.argentinadatos.com/static/diputados/diputados/HCDN1456.jpg
HCDN1135,"Wayar, Walter Raul",Salta,argentinadatos,
HCDN1465,"Wechsler, Marcelo German",CABA,argentinadatos,
HCDN2428,"Wellbach, Ricardo",Misiones,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2428.jpg
HCDN0930,"West, Mariano Federico",Buenos Aires,argentinadatos,
HCDN1485,"Wisky, Sergio Javier",Río Negro,argentinadatos,
HCDN1448,"Wolff, Waldo Ezequiel",Buenos Aires,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN1448.jpg
HCDN2779,"Yacobitti, Emiliano Benjamin",CABA,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2779.jpg
HCDN1321,"Yagüe, Linda Cristina",Neuquén,argentinadatos,
HCDN2826,"Yambrun, Liliana Patricia",Buenos Aires,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2826.jpg
HCDN2876,"Yapor, Lucio",Buenos Aires,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2876.jpg
HCDN1220,"Yarade, Fernando",Salta,argentinadatos,
HCDN2429,"Yasky, Hugo",Buenos Aires,argentinadatos+hcdn,https://api.argentinadatos.com/static/diputados/diputados/HCDN2429.jpg
HCDN1323,"Yazbek, Ruben David",Catamarca,argentinadatos,
HCDN2431,"Yedlin, Pablo Raul",Tucumán,argentinadatos+hcdn,https://api.argentinadatos.com/static/diputados/diputados/HCDN2431.jpg
HCDN3086,"Yeza, Martin",Buenos Aires,argentinadatos+hcdn,https://api.argentinadatos.com/static/diputados/diputados/HCDN3086.jpg
HCDN0313,"Yoma, Jorge Raul",La Rioja,argentinadatos,
